Police Station,Year,Type,Date,Time,Place,Latitude,Longitude
K G Nagar,2017,2 wheeler theft,19-06-17,13:30,"No, 43-02, 20th cross, Kaveri Tank, Ittamadu,BSK 3rd stg, Bengluru-85",12.55406,77.332236
K G Nagar,2017,2 wheeler theft,27-06-17,7:45,"Near C.K.Acchuktu Park, BSK 3rd stg, Bengluru-85",12.92220579,77.54284292
K G Nagar,2017,2 wheeler theft,04-07-17,8:50,"No, 41, Tejas, 4th main, Anjneyanagar, BSK 3rd stg, Bengluru-85",12.92714869,77.54540158
K G Nagar,2017,2 wheeler theft,07-07-17,6:00,"No, 21, 1st main, Manjunhnagar, ittamadu, BSK 3rd stg, Bengluru-85",12.92220578,77.54284292
K G Nagar,2017,2 wheeler theft,13-07-17,9:00,"No, 158, 6th A main, 3rd block, T.G. layout, BSK 3rd stg, Bengluru-85",12.93251285,77.56071715
K G Nagar,2017,2 wheeler theft,18-07-17,7:30,"No, 61, 1st main, Dtarayanagar, Hosakerehalli, BSK 3rd stg, Bengluru-85",12.92220578,77.54284292
K G Nagar,2017,2 wheeler theft,26-07-17,17:00,"No, 174-d37, 9th cross, 3rd block, C.T.bed. T.R.nagar",12.93251285,77.56071715.
K G Nagar,2017,2 wheeler theft,28-07-17,19:30,"No, 25, Anagha, 4th cross, 5th main, papaiah garden, BSK 3rd stg, Bengluru-85",12.555542,77.334934
K G Nagar,2017,2 wheeler theft,30-07-17,8:00,"No, 180, 3trd cross, C.T. bed T.R nagar.",12.92714515,77.55837118
K G Nagar,2017,2 wheeler theft,1-8-0201,11:25,"No, 81, 2nd main, anjneyanagar, Ittamadu, BSK 3rd stg, Bengluru-85",12.9271486,77.540158
K G Nagar,2017,2 wheeler theft,01-08-17,13:50,"No, 270, 3rd cross, T.G. layout, BSK 3rd stg, Bengluru-85",12.93251285,77.56071715.
K G Nagar,2017,2 wheeler theft,05-08-17,14:10,"No, 42, 5th main, 7th block, BSK 3rd stg, Bengluru-85",12.92468739,77.55875412
K G Nagar,2017,2 wheeler theft,08-08-17,11:45,"No, 324, 1st main, C.T.bed T.R.nagar,",12.93251285,77.56071715.
K G Nagar,2017,2 wheeler theft,13-08-17,18:00,"No, 15, 4th cross, 6th main, Papaiah garden, BSK 3rd stg, Bengluru-85",12.92714515,77.55837118
K G Nagar,2017,2 wheeler theft,28-08-17,17:50,"No, 423, 3rd main Road, C.K.acchuktu, BSK 3rd stg, Bengluru-85",12.92809656,12.92809656
K G Nagar,2017,2 wheeler theft,30-08-17,16:30,"No, 135-01, 5th cross, 30th main, Lakshmanappa Garden, BSK 3rd stg, Bengluru-85",12.92465239,77.55567577
K G Nagar,2017,2 wheeler theft,13-09-17,22:15,"Parking place Near Gold Zim, Devegowda Petrol Bunk, BSK 3rd stg, Bengluru-85",12.552047,77.333325
K G Nagar,2017,2 wheeler theft,19-09-17,10:30,"No, 20, 1st floore, 4th cross, PWD Road, Ramrao layout, Khriguppe, BSK 3rd stg, Bengluru-85",12.55486,77.324687
K G Nagar,2017,2 wheeler theft,10-10-17,22:00,"No, 462, 7th main, 2nd cross, Near BTL school, BSK 3rd stg, Bengluru-85",12.554269,77.325595
K G Nagar,2017,2 wheeler theft,13-10-17,15:20,"No, 01, 5th cross, Lakshnappa garden, BSK 3rd stg, Bengluru-85",12.553897,77.333401
K G Nagar,2017,2 wheeler theft,27-10-17,9:00,"No, 133, Meenakshi krupa, 3rd cross, BSK 3rd stg, Bengluru-85",12.553254,77.330079
K G Nagar,2017,2 wheeler theft,28-10-17,8:00,"No, 217, 4th main, 5th cross, Bhuvneshwarinagar, BSK 3rd stg, Bengluru-85",12.5489333,77.9229783
K G Nagar,2017,2 wheeler theft,31-10-17,22:45,"No, 02, 1st cross, 1st main, BSK 3rd stg, Bengluru-85",12.92543223,77.54973039
K G Nagar,2017,2 wheeler theft,04-11-17,8:00,"Near Khriguppe Arach, BSK 3rd stg, Bengluru-85",12.553632,77.325491
K G Nagar,2017,2 wheeler theft,16-11-17,19:00,"No, 03, 1st main, Manjunhnagar, BSK 3rd stg, Bengluru-85",12.92543223,77.54973039
K G Nagar,2017,2 wheeler theft,22-11-17,10:30,"No, 161, 4th cross, C.T. bed. T.R.nagar,BSK 3rd stg, Bengluru-85",12.555752,77.334953
K G Nagar,2017,2 wheeler theft,24-11-17,7:00,"No,15, 13th cross, ittamadu, BSK 3rd stg, Bengluru-85",12.92220579,77.54284293
K G Nagar,2017,2 wheeler theft,05-12-17,11:15,"Near Khriguppe wer tank, BSK 3rd stg, Bengluru-85",12.92220579,77.54284293
K G Nagar,2017,2 wheeler theft,08-12-17,9:00,"No, 53, 6th main, 11th cross, 3rd block, T.R.nagar",12.555811,77.334933
K G Nagar,2017,2 wheeler theft,29-12-17,17:00,"Adithya Eye Hospital, 7th cross, 6th blcok, 100feet Ring Road, BSK 3rd stg, Bengluru-85",12.92220311,77.54077224
K G Nagar,2018,2 wheeler theft,06-01-18,14:00,"no-147, 6th cross, 5th main, 3rd block, TR nagar , BSK 3rd stg, Bengluru-85",12.555631,77.335275
K G Nagar,2018,2 wheeler theft,11-01-18,11:15,"No-792,10th main,5th block,bhuvaneshvari nagar ,BSK 3rd stg, Bengluru-85",12.5489333,77.9229783
K G Nagar,2018,2 wheeler theft,21-01-18,15:45 PM,"Shrinivas choultry,anjaneya nagara,BSK 3rd stg, Bengluru-85",12.554022,77.330859
K G Nagar,2018,2 wheeler theft,26-01-18,18:00 PM,"shivashankara sabangana jana bajar,BSK 3rd stg, Bengluru-85",12.554278,77.324358
K G Nagar,2018,2 wheeler theft,31-01-18,10:00,"No-44,vignershvara nilaya,23cross,manjunh nagara,ittamadu,BSK 3rd stg, Bengluru-85",12.552396,77.32476
K G Nagar,2018,2 wheeler theft,01-02-18,18:00 PM,"ktreguppe wer tank, bsk3rd stage,bengalore-85",12.5495424,77.92826254
K G Nagar,2018,2 wheeler theft,06-02-18,10:00,"No-1,balaji HbC Layout,vidypeeta bsk3rd stage,bengalora-85",12.560038,77.223912
K G Nagar,2018,2 wheeler theft,23-02-18,5:30,"No-43 1st sloor,2nd cross,rama mandira road,kaveri nagara BSK 3rd stg, Bengluru-85,",12.554295,77.330244
K G Nagar,2018,2 wheeler theft,26-02-18,18:00 PM,"No-8-1,1st cross TG layout,ittamadu, BSK 3rd stg, Bengluru-85,",12.551147,77.322244
K G Nagar,2018,2 wheeler theft,05-03-18,9:15,"No-27-1,30th main 7th cross,BSK 3rd stg, Bengluru-85,",12.554092,77.334384
K G Nagar,2018,2 wheeler theft,07-03-18,15:00 PM,"No-269,4th cross,2nd main,gururaja layout,BSK 3rd stg, Bengluru-85,",12.555746,77.334764
K G Nagar,2018,2 wheeler theft,19-03-18,21:30 PM,"tyagaraj nagara, co oparetive bank, 43A bus stop,kreguppe,BSK 3rd stg, Bengluru-85,",12.554996,77.331239
K G Nagar,2018,2 wheeler theft,22-03-18,7:00,"No-39-9,10th cross,1st main,bhuvaneshvari nagara,BSK 3rd stg, Bengluru-85,",12.5489333,77.9229783
K G Nagar,2018,2 wheeler theft,26-03-18,8:00,"No-190,mallamma bilding,3rd cross,T R Ngara,BSK 3rd stg, Bengluru-28.,",12.55579,77.334951
K G Nagar,2018,2 wheeler theft,01-04-18,6:45,"No-56,padma vasanta,4th main,BSK 3rd stg, Bengluru-85,",12.554358,77.333815
K G Nagar,2018,2 wheeler theft,02-04-18,21:00 PM,"No-297-11,2nd main,teachers colony,BSK 3rd stg, Bengluru-85,",12.554616,77.334577
K G Nagar,2018,2 wheeler theft,04-04-18,8:00,"No-35,5th main,papayya garden, BSK 3rd stg, Bengluru-85,",12.554148,77.334276
K G Nagar,2018,2 wheeler theft,05-04-18,18:00,"No-27-B,6th cross,30th main,lakshmanappa garden,BSK 3rd stg, Bengluru-85,",12.554187,77.333795
K G Nagar,2018,2 wheeler theft,17-04-18,13:30,"Lakshmi venkeshvara,condiments,4th cross,vinayaka nagara,BSK 3rd stg, Bengluru-85,",12.56041,77.332998
K G Nagar,2018,2 wheeler theft,01-05-18,16:30,"No-25-30,1st B cross,vidyapeeta circle,T R Ngara,BSK 3rd stg, Bengluru-28,",12.555986,77.334341
K G Nagar,2018,2 wheeler theft,02-05-18,22:30 PM,"No-53 ,12th cross,kuvempu nagara,BSK 3rd stg, Bengluru-85,",12.92714869,77.54540158
K G Nagar,2018,2 wheeler theft,19-05-18,9:45,"Webstarn grand school ge,4th cross,sriram nagara,ittamadu,BSK 3rd stg, Bengluru-85,",12.92714869,77.54540158
K G Nagar,2018,2 wheeler theft,21-05-18,9:00,"NO-02-01,11TH CROSS,3RD BLOSK, T R nagara,BSK 3rd stg, Bengluru-85,",12.555662,77.33564
K G Nagar,2018,2 wheeler theft,29-05-18,16:30 PM,"Annakuteera hotel,1cross,keguppe main road,BSK 3rd stg, Bengluru-85,",12.553458,77.325984
K G Nagar,2018,2 wheeler theft,01-06-18,18:30,"No-411,1st cross,5th main,5th block,BSK 3rd stg, Bengluru-85,",12.552546,77.325933
K G Nagar,2018,2 wheeler theft,04-06-18,9:00,"No-230,3rd cross,C T bed,T R nagara,BSK 3rd stg, Bengluru-28,",12.555417,77.335237
K G Nagar,2018,2 wheeler theft,05-06-18,10:30,"No-112,9th cross,3rd block,T R nagara,BSK 3rd stg, Bengluru-85,",12.555727,77.340067
K G Nagar,2018,2 wheeler theft,07-06-18,19:00 PM,"No-5-16,vinayaka nagara,kreguppe,BSK 3rd stg, Bengluru-85,",12.560542,77.333067
K G Nagar,2018,2 wheeler theft,11-06-18,19:00 PM,"No-11,1st B cross,5th block,kamakya layout,BSK 3rd stg, Bengluru-85,",12.552227,77.330864
K G Nagar,2018,2 wheeler theft,15-06-18,5:30,"No-312,2nd main,kreguppe wer tank,BSK 3rd stg, Bengluru-85,",12554663,77.32485
K G Nagar,2018,2 wheeler theft,20-06-18,4:30,"No-82,1st cross,ka,kamakya layout,BSK 3rd stg, Bengluru-85,",12552123,77.331111
K G Nagar,2018,2 wheeler theft,21-06-18,18:00 PM,"No-289-B, 6th cross,5th block,BSK 3rd stg, Bengluru-85,",12.552193,77.330624
K G Nagar,2018,2 wheeler theft,03-07-18,10:30,"No-224,1st cross,2nd blosk,BSK 3rd stg, Bengluru-85,",12.5544,77.325016
K G Nagar,2018,2 wheeler theft,05-07-18,8:30,"Abhay I hospital,jana bajar,BSK 3rd stg, Bengluru-85,",12.555669,77.340287
K G Nagar,2018,2 wheeler theft,10-07-18,20:30 PM,"Lakshmi ladies tilor,1main,5th block, bhuvaneshvari nagara,BSK 3rd stg, Bengluru-85,",12.552635,77.330175
K G Nagar,2018,2 wheeler theft,18-07-18,12:45,"No-34,17th cross,T G layout,ittamadu,BSK 3rd stg, Bengluru-85,",12.551236,77.322867
K G Nagar,2018,2 wheeler theft,27-07-18,11: AM,"No-49 2nd A main,anjaneya temple,ittamdu,BSK 3rd stg, Bengluru-85,",12551061,77.323773
K G Nagar,2018,2 wheeler theft,01-08-18,13:25 PM,"No-82,23rd cross,ittamadu,BSK 3rd stg, Bengluru-85,",12.551557,77.323111
K G Nagar,2018,2 wheeler theft,04-08-18,11:30,"No-35-93,4th A cross,2nd block,kreguppe,BSK 3rd stg, Bengluru-85,",12.55348,77.331106
K G Nagar,2018,2 wheeler theft,05-08-18,17:15 PM,"Wer tank,kreguppe,BSK 3rd stg, Bengluru-85,",12.552801,77.332249
K G Nagar,2018,2 wheeler theft,07-08-18,10:30,"No-6,1st main,7th block,4th face,BSK 3rd stg, Bengluru-85,",12.92468739,77.55875412
K G Nagar,2018,2 wheeler theft,11-08-18,13:30 PM,"No-161-1 6th cross 8th main,T R nagara,BSK 3rd stg, Bengluru-85,",12.93251285,77.56071715
K G Nagar,2018,2 wheeler theft,13-08-18,10:00,"Appolo convent,5th cross,1st main,5th block,bhuvaneshvari nagarea,BSK 3rd stg, Bengluru-85,",12.5489333,77.9229783
K G Nagar,2018,2 wheeler theft,18-08-18,15:00 PM,"No-71,2nd east main,ITI layout,BSK 3rd stg, Bengluru-85,",12.555313,77.332362
K G Nagar,2018,2 wheeler theft,26-08-18,14:30 PM,"No-24 ,7th cross,bhuvaneshvari nagara,BSK 3rd stg, Bengluru-85,",12.5489333,77.9229783
K G Nagar,2018,2 wheeler theft,27-08-18,11:00,"No-40 ,2nd main,ittamadu,BSK 3rd stg, Bengluru-85,",12.55536,77.332481
K G Nagar,2018,2 wheeler theft,28-08-18,11:30,"No-399,2nd cross,3rd face,bhuvaneshvari nagara,BSK 3rd stg, Bengluru-85,",12.552743,77.325981
K G Nagar,2018,2 wheeler theft,30-08-18,15:00 PM,"ADB hotel,kreguppe,BSK 3rd stg, Bengluru-85,",12.5548,77.330667
K G Nagar,2018,2 wheeler theft,04-09-18,11:00,"No-56-a 3rd cross,3rd main,kreguppe,BSK 3rd stg, Bengluru-85,",12.554351,77.332335
K G Nagar,2018,2 wheeler theft,17-09-18,15:15 PM,"No-750 ,8th main,bhuvaneshvari nagara,BSK 3rd stg, Bengluru-85,",12.552728,77.325245
K G Nagar,2018,2 wheeler theft,29-09-18,17:00 PM,"No-241,3rd cross,2nd main,C T bed,T R nagara,BSK 3rd stg, Bengluru-28,",12.93251285,77.56071715
K G Nagar,2018,2 wheeler theft,05-10-18,14:00 PM,"No-167,4th cross,C T bed,T R nagara,BSK 3rd stg, Bengluru-28,",12.555196,77.335237
K G Nagar,2018,2 wheeler theft,16-10-18,17:30 PM,"No-689,4th cross,kempegouda,layout,BSK 3rd stg, Bengluru-85,",12.555662,77.32589
K G Nagar,2018,2 wheeler theft,17-10-18,18:00 PM,"Sptagiri aprtment,4th cross,yallappa garden,banagiri,BSK 3rd stg, Bengluru-85,",12.5539,77.333408
K G Nagar,2018,2 wheeler theft,23-10-18,14:30 PM,"No-26 B .6th Bmain,balaji layout,ck achuktu,BSK 3rd stg, Bengluru-85,",12.55492,77.333266
K G Nagar,2018,2 wheeler theft,26-10-18,15:30 PM,"No-239,1st cross,2nd main road,kreguppe,BSK 3rd stg, Bengluru-85,",12.554478,77.32511
K G Nagar,2018,2 wheeler theft,30-10-18,18:30 PM,"NO-20-a,2nd main,2nd cross,kreguppe,BSK 3rd stg, Bengluru-85,",12.554428,77.332372
K G Nagar,2018,2 wheeler theft,01-11-18,15:45 PM,"No-17,1st main,8yh cross, CT bed,layout,BSK 3rd stg, Bengluru-28,",12.929584,77.561639
K G Nagar,2018,2 wheeler theft,05-11-18,14:30 PM,"No-24-B ,9th cross,balaji nagara,ittamadu,BSK 3rd stg, Bengluru-85,",12.920024,77.544633
K G Nagar,2017,Ordinary Theft,28-09-17,,"N R colony,Basavanagudi",12.564568,77.340948
K G Nagar,2017,Ordinary Theft,13-10-17,,"BMS women college, Basavanagudi",12.948385,77.577426
K G Nagar,2017,Ordinary Theft,14-10-17,,"DVG road, Basavanagudi",12.935135,77.573827
K G Nagar,2017,Ordinary Theft,30--10-2017,,"Vijay bank, Gandi bazar main",12.93867,77.580302
K G Nagar,2017,Ordinary Theft,03-11-17,,"Vani vilas fly over, Bsavanagudi",12.9446029,77.57686206
K G Nagar,2017,Ordinary Theft,09-11-17,,"Gandhi Bazar circle, Basavanagudi",12.9458809,77.5757383
K G Nagar,2017,Ordinary Theft,10-12-17,,"K R Road, Basavanagudi",12.936943,77.571151
K G Nagar,2017,Ordinary Theft,26-12-17,,"APS college, N R colony,",12.94914,77.5799229
K G Nagar,2018,Ordinary Theft,01-01-18,,"KEB qty, Tyagaraj Nagar,",12.94745,77.573955
K G Nagar,2018,Ordinary Theft,31-12-18,,"E street, Basavanagudi",12.564568,77.340948
K G Nagar,2018,Ordinary Theft,21-01-18,,"No-34, E street, Basavanagudi",12.948385,77.577426
K G Nagar,2018,Ordinary Theft,27-01-18,,"Model house street, Basavangudi",12.935135,77.573827
K G Nagar,2018,Ordinary Theft,13-02-18,,"Vyasaray Mh, Basavanagudi",12.93867,77.580302
K G Nagar,2018,Ordinary Theft,04-03-18,,"Gandi Bazar main, Basavanagudi",12.75489,77.89456
K G Nagar,2018,Ordinary Theft,24-03-18,,"No-68, 3rd floor, Bilwapriya, Apartment, T R Nagar,",12.9357389,77.5707205
K G Nagar,2018,Ordinary Theft,15-04-18,,"Sai Baba Mandira, N R Colony",12.935295,77.570349
K G Nagar,2018,Ordinary Theft,18-04-18,,"Upahar Kendra, KR road, Basvanagudi",12.34,77.485
K G Nagar,2018,Ordinary Theft,02-05-18,,"Imperial house, Ranoji road, Basvanagudi",12.943653,77.578494
K G Nagar,2018,Ordinary Theft,04-05-18,,"Bhavani Kalyan Mantap, Basavanagudi",12.94476,77.56998
K G Nagar,2018,Ordinary Theft,21-05-18,,"No-52, Puttanna road, Basvanagudi",12.86541,77.68521
K G Nagar,2018,Ordinary Theft,29-05-18,,"Saptagiri Apartmant, N R colony",12.948287,77.569667
K G Nagar,2018,Ordinary Theft,15-06-18,,"MNK Rao road, Basavanagudi",12.944849,77.571818
K G Nagar,2018,Ordinary Theft,29-06-18,,"Ummar Sharif road, Basavanagudi",12.865501,77.865241
K G Nagar,2018,Ordinary Theft,21-07-18,,"Gandi Bazar main, Basavanagudi",12.947402,77.57754
K G Nagar,2018,Ordinary Theft,21-07-18,,"DVG road, Basavanagudi",12.948179,77.571832
K G Nagar,2018,Ordinary Theft,31-07-18,,"B T road, Bull temple, Basavanagudi",12.946046,77.567819
K G Nagar,2018,Ordinary Theft,07-08-18,,"2nd main , N R colony,",12.93907,77.56821
K G Nagar,2018,Ordinary Theft,11-09-18,,"Mallikarjun temple, Basavanagudi",12.940579,77.569651
K G Nagar,2018,Ordinary Theft,28-09-18,,"Sai Baba Mandira, N R Colony",12.93537,77.570284
K G Nagar,2018,Ordinary Theft,05-10-18,,"Lalbhag Waste Ge,",12.949626,77.579916
K G Nagar,2018,Ordinary Theft,07-11-18,,"W street, Basvanagudi",12.941259,77.565207
K G Nagar,2018,Ordinary Theft,14-11-18,,"Maruti nilay, Govindappa road, Basavanagudi,",12.947407,77.57754
K G Nagar,2018,Ordinary Theft,15-12-18,,"Giriyas Show room opp, Vani vilas road,",12.948287,77.569667
K G Nagar,2018,Ordinary Theft,17-12-18,,"Nettakallapp circle, Basvanagudi",12.939843,77.573197
K G Nagar,2018,Ordinary Theft,19-12-18,,"Gandi Bazar main, Basavanagudi",12.939843,77.573198
K G Nagar,2019,Ordinary Theft,05-01-19,,"opp vijay Bank, Gandi Bazar,",12.939843,77.573199
K G Nagar,2019,Ordinary Theft,03-04-19,,"IDBI bank, K R Park",12.940678,77.576308
K G Nagar,2019,Ordinary Theft,08-05-19,,"K R Park, K R road, Basavanagudi",12.876451,77.87941
K G Nagar,2019,Ordinary Theft,20-05-19,,"Near SRS petrol bunk, BP wadiya, road,",12.94895651,77.7654121
K G Nagar,2019,Ordinary Theft,08-06-19,,"Rizarvery street, Basvanagudi,",12.934466,77.575195
K G Nagar,2019,Ordinary Theft,31-07-19,,"Near Lalbhag metro stion, RV road,",12.934466,77.575196
K G Nagar,2019,Ordinary Theft,08-08-19,,"Vani Vilas road, Gandi Bazar",12.934466,77.575197
K G Nagar,2019,Ordinary Theft,01-09-19,,"Jain temple, T R nagar,",12.934466,77.575198
K G Nagar,2019,Ordinary Theft,15-10-19,,"Lalabhag Metro stion, Basavnagudi",12.94702672,77.57150163
K G Nagar,2015,Ordinary Theft,06-01-15,,"Near RV Dental College Road, 24th Main, JP Nagar, Bengaluru City, Karnaka,
560078",12.9117957,77.5826913
K G Nagar,2015,Ordinary Theft,20-01-15,13:15,"Near Gurumutrthappa kalayana mantapa, 8th block Jayanagar Banashankari
circle, Bengaluru City, Karnaka,",12.9179451,77.5717196
K G Nagar,2015,Ordinary Theft,21-01-15,16:20,"Cake shop, Puttenahalli, 7th phase J P Nagara,, Bengaluru City, Karnaka,
560078",12.8978603,77.580407
K G Nagar,2015,Ordinary Theft,26-01-15,14:15,"Sri Anjenaya Swamy Temple, Sarakki,, JP Nagar 1st Phase, Bengaluru City,
Karnaka, 560078",12.9094322,77.5706543
K G Nagar,2015,Ordinary Theft,27-01-15,18:15,"Compound Premises, Near House No-632, 13th Cross,, 8th Main Road, 2nd
Phase J.P.Nagar, Bengaluru City, Karnaka, 560078",12.9073481,77.5925392
K G Nagar,2015,Ordinary Theft,25-02-15,10:45,"NO.40-A, 15th Main, Sri Nanjundeshwara Layout, 5th phase J P Nagara, Bengaluru
City, Karnaka, 560078",12.9003431,77.5899003
K G Nagar,2015,Ordinary Theft,27-02-15,16:30,"CAKE WALA, 24TH MAINROAD,, 2ND PHASE J P NAGARA, Bengaluru City,
Karnaka, 560078",12.9217529,77.5825697
K G Nagar,2015,Ordinary Theft,03-03-15,,"WHILE TRAVELLING BMTC BUS, J.P NAGAR, 2nd PHASE, Bengaluru City,
Karnaka, 560078",12.9097302,77.5836513
K G Nagar,2015,Ordinary Theft,16-03-15,22:05,"Near JP nagar Club, JP Nagar 2nd Phase, Bengaluru City, Karnaka, 560078",12.9097562,77.5770852
K G Nagar,2015,Ordinary Theft,22-03-15,11:50,"In Front Of Tirumalagiri Temple, 9th Cross, J.P.Nagar 2nd Phase, Bengaluru City,
Karnaka, 560078",12.9098583,77.5508203
K G Nagar,2015,Ordinary Theft,23-03-15,21:20,"Near Milann Fertility Center, 24th Main,46th Cross, J.P.Nagar 1st Phase, Bengaluru
City, Karnaka, 560078",12.9164072,77.5833691
K G Nagar,2015,Ordinary Theft,06-06-15,,"Near Paradise Colony,, Puttenahalli East, J.P.Nagar 7th Phase, Bengaluru City,
Karnaka, 560078",12.8949214,77.5817017
K G Nagar,2015,Ordinary Theft,22-06-15,18:05,"Fancy Store, Near Anjaneya Temple, 15th Crossroad,, 5th phase J P Nagara,
Bengaluru City, Karnaka, 560078",12.8949474,77.5751356
K G Nagar,2015,Ordinary Theft,22-06-15,19:30,"Near 47th Cross, 24th Main, J.P.Nagar 2nd Phase, Bengaluru City, Karnaka,
560078",12.9160929,77.5835311
K G Nagar,2015,Ordinary Theft,07-07-15,,"Near HP Petrol Bunk, 15th Cross,, JP Nagar, Bengaluru City, Karnaka, 560078",12.9161189,77.576965
K G Nagar,2015,Ordinary Theft,14-07-15,15:30,"Infront of Sri. Dhurgaparameshwari Temple,, Dhurgaparameshwari Ground, 2nd
phase J P Nagara, Bengaluru City, Karnaka, 560078",12.9110158,77.5842037
K G Nagar,2015,Ordinary Theft,15-07-15,10:05,"Ragigudda BMTC bus stop, 46th cross, Jayanagar 9th Block, Bengaluru City,
Karnaka",12.9110418,77.5776376
K G Nagar,2015,Ordinary Theft,16-07-15,21:55,"Behind Inchara Hotel, JP Nagar 6th Phase, Bengaluru City, Karnaka, 560078",12.9023591,77.5817811
K G Nagar,2015,Ordinary Theft,21-07-15,21:00,"In front Of PGR Sindya Houtse, 15th Cross,, JP Nagar 2nd Phase, Bengaluru City,
Karnaka, 560078",12.9023591,77.5817811
K G Nagar,2015,Ordinary Theft,05-04-15,,"C-O SRI M.N VENKESH, NO.718, 13TH CROSS,, 33RD MAIN,1ST PHASE,
J.P.NAGAR,, Bengaluru City, Karnaka, 560078",12.9074668,77.578562
K G Nagar,2015,Ordinary Theft,10-08-15,,"Infront of No.96, 17th Cross,, 6th phase J P Nagara, Bengaluru City, Karnaka,
560078",12.9033787,77.58835
K G Nagar,2015,Ordinary Theft,10-08-15,,"SLV Hotel, 8th main, JP Nagar 2nd Phase, Bengaluru City, Karnaka, 560078",12.9034047,77.5817839
K G Nagar,2015,Ordinary Theft,24-08-15,14:30,"No-545, 12th Cross, 26th Main,, JP Nagar 1st Phase, Bengaluru City, Karnaka,
560078",12.9081128,77.5818518
K G Nagar,2015,Ordinary Theft,27-08-15,22:05,"Sarakki Market, J P Nagar 1st Phase, Bengaluru City, Karnaka, 560078",12.91152,77.5708782
K G Nagar,2015,Ordinary Theft,15-09-15,10:30,"No 1912, South End C Cross, Jayanagar 9th Block, Bengaluru City, Karnaka,",12.915769,77.5925054
K G Nagar,2015,Ordinary Theft,15-09-15,16:10,"In between 2nd phase Marenahalli busstop to, Sapthagiri Madhouse,5th phase J P
Nagara, Bengaluru City, Karnaka, 560078",12.9087853,77.5799377
K G Nagar,2015,Ordinary Theft,17-09-15,11:30,"Near V.E.T School Corner,, 15th Cross, 12th Main, J.P.Nagar, Bengaluru City,
Karnaka, 560078",12.9062115,77.5912842
K G Nagar,2015,Ordinary Theft,17-09-15,21:00,"Near KFC, 24th Main,, bus Stop, JP Nagar 2nd Phase, Bengaluru City, Karnaka,
560078",12.9151204,77.5837865
K G Nagar,2015,Ordinary Theft,24-09-15,18:15,"Beside Rangashankara, 8th Cross, 22nd Main, 2nd phase J P Nagara, Bengaluru
City, Karnaka, 560078",12.9151669,77.5684655
K G Nagar,2015,Ordinary Theft,24-09-15,21:30,"No.408, 14th Main, 11th Cross,, J P Nagar 2nd Phase, Bengaluru City, Karnaka,",12.909258,77.5897063
K G Nagar,2015,Ordinary Theft,07-10-15,,"Behind R V Dental College, J P Nagar 1st Phase, Bengaluru City, Karnaka,",12.9117957,77.5826913
K G Nagar,2015,Ordinary Theft,13-10-15,20:35,"IN front of New Comfront PG, No-450, 4th Main,, 6th Cross, JP Nagar 3rd Phase,
Bengaluru City, Karnaka, 560078",12.9118422,77.5673703
K G Nagar,2015,Ordinary Theft,23-10-15,22:20,"Near 24th Main Hotel, J P Nagar, Bengaluru City, Karnaka, 560078",12.9119247,77.5673703
K G Nagar,2015,Ordinary Theft,24-10-15,11:30,"18th Cross,, J P Nagar 5th Phase, Bengaluru City, Karnaka, 560078",12.9016695,77.5859681
K G Nagar,2015,Ordinary Theft,26-11-15,11:00,"In front of Elita promenade Apartment, J.P.Nagar 7th Phase, Bengaluru City,
Karnaka, 560078",12.8944224,77.574979
K G Nagar,2015,Ordinary Theft,03-12-15,,"Near Venkeshwara Temple, 9th Cross, 22nd Main Road, J.P.Nagar 1st Phase,
Bengaluru City, Karnaka, 560078",12.9137384,77.5641774
K G Nagar,2015,Ordinary Theft,09-12-15,,"Near Meerambika School, 1st Phase J.P Nagar, Bengaluru City, Karnaka,
560078",12.9113466,77.5794193
K G Nagar,2015,Ordinary Theft,12-12-15,,"No-M-25, 25th Main, 5th Cross, JP Nagar, Bengaluru City, Karnaka, 560078",12.9037722,77.5837253
K G Nagar,2015,Ordinary Theft,23-12-15,11:05,"Sri Shivashakthi Temple, Byaraveshwara Nagar,, Sharadanagaar, J.P.Nagar 7th
Phase, Bengaluru City, Karnaka, 560078",12.9037982,77.5771592
K G Nagar,2016,Ordinary Theft,09-01-16,,"In Front Of Sri Shani Mahhma Temple, Puttenahalli Main Road, J.P.Nagar 7th
Phase, Bengaluru City, Karnaka, 560078",12.8957314,77.579008
K G Nagar,2016,Ordinary Theft,14-01-16,12:40,"Bangalore One, Near KEB Office, J.P.Nagar 1st Phase, Bengaluru City, Karnaka,
560078",12.9077295,77.5782007
K G Nagar,2016,Ordinary Theft,22-01-16,14:15,"In b-w Jayanagar To R.V dental Collage, 2nd Phase J.P Nagar, Bengaluru City,
Karnaka, 560078",12.9117957,77.5826913
K G Nagar,2016,Ordinary Theft,22-01-16,18:30,"No-70, C-1, 2nd Main road, Dollars Colony, 4th Phase JP Nagar, Bengaluru City,
Karnaka, 560078",12.9156264,77.5962438
K G Nagar,2016,Ordinary Theft,31-01-16,22:10,"Mama Super Market, JP Nagar 2nd Phase, Bengaluru City, Karnaka, 560078",12.9156524,77.5896777
K G Nagar,2016,Ordinary Theft,06-02-16,,"Parking Place No.91-5, Shri Anantha Apartment,2nd, Main, BOB Layout, 7th Phase
J.P.Nagar, Bengaluru City, Karnaka, 560078",12.9157545,77.5634128
